#logm_100 logm_10
11.601240021174572 11.317429405635021
11.607909234523564 11.31820586538294
11.609907477275737 11.276823370830424
11.601116300185753 11.36190426405294
11.628990802675064 11.325729999452408
11.61778408792084 11.318088119292911
11.604607734281556 11.343899879056947
11.655119422135412 11.374763014969885
11.620375145897096 11.27082871340198
11.63923079424087 11.341170377065577
11.633371920865038 11.379513354580858
11.627102845134235 11.410147660197712
11.62166419206159 11.358311797957587
11.637534561702896 11.250983658382584
11.620099448518566 11.388917350129894
11.606641289577981 11.359995362148782
11.615471662167591 11.375653089169544
11.661516948843573 11.386483951712226
11.660502608863426 11.335389312354637
11.608377079821206 11.386287312365152
11.636773331093313 11.310375435280324
11.619029714384356 11.370103551664629
11.653142235525994 11.380297920950799
11.612847483044378 11.340448534374945
11.61700566556287 11.3668330505116
11.64361921267345 11.459065112636829
11.630815001376156 11.350685568697934
11.606667851421973 11.316809033367774
11.609583760875882 11.299319173473538
11.640532644387134 11.39573779880608
11.625400901604689 11.384893775750196
11.605457320603167 11.328805938156878
11.667504605848329 11.393189725477235
11.631297671630106 11.301225268676005
11.617711872780948 11.268554539406924
11.644183739876143 11.352531060432783
11.61285990177026 11.344795402868893
11.604864020288954 11.306552786768446
11.618592423816185 11.27400509776638
11.651507196952439 11.47156983428154
11.624719601380125 11.336835842835203
11.601728015466186 11.374303393884155
11.617367597272295 11.372390599896807
11.6496344691939 11.255466569108451
11.619344422990364 11.186592767411751
11.620167821239976 11.328119366955308
11.628263216172737 11.300449113999885
11.614255084833983 11.366587772211913
11.632634306206846 11.320007467522764
11.643345731056147 11.279250043189936
11.652935217806924 11.362718771884072
11.622317854031566 11.304806295498851
11.61098475704952 11.310522987945516
11.651510286207518 11.332090425367674
11.624635421232295 11.345841132597041
11.609970743946626 11.338062937550141
11.663845839869854 11.415526214015362
11.62221631858582 11.293907259442754
11.605248308419032 11.403558588265224
11.60831507199195 11.305509171418219
11.600068956757017 11.336522966766783
11.701632799178778 11.423584283858954
11.615686464529634 11.22562794707358
11.647219843918423 11.274241633469204
11.651926024927949 11.349350913538789
11.624659393517625 11.340774391381395
11.63275767887241 11.386814609414403
11.606599959226337 11.339707526059833
11.687257100819135 11.330384542225385
11.611008491648361 11.304731216562912
11.644040042635059 11.396797115083789
11.603006567288524 11.363970960904247
11.6729387751725 11.359219979396133
11.632079855408858 11.310704962220381
11.603376655476966 11.302617339986243
11.645789282971418 11.433706420117414
11.620496606556161 11.336673593250497
11.653795368140042 11.400196201269925
11.600239906659725 11.319568786969784
11.610422820016332 11.39668342487473
11.61104243536617 11.2845119788232
11.6365374980563 11.30846304279507
11.602713892040041 11.17785389142969
11.626497629106522 11.308293703020096
11.603341368600574 11.36512496845409
11.606003404308861 11.279792428661889
11.601155539826472 11.283064147309382
11.60918707659133 11.333558033012228
11.60601899978472 11.283553103178274
11.601371806226485 11.350528758130782
11.643071905585423 11.320470587226048
11.602657036899334 11.257118897556072
11.662222386444828 11.417566777313969
11.625388185369532 11.234932939397853
11.604764457016078 11.225030417709437
11.67697098708944 11.408199815519616
11.604948590613235 11.276402066565383
11.641012389830113 11.248027999571324
11.626408590097729 11.402069104929272
11.686159238377023 11.380870923557687
11.671830124502524 11.389863915090903
11.601044174326363 11.249948974741402
11.622930524093148 11.175070759994027
11.611206519400248 11.266027915274272
11.611991322064272 11.291282093548647
11.652727362434335 11.364609953681894
11.613431989967953 11.301405966103207
11.615920587432496 11.39315466488611
11.648829926090558 11.348339546757062
11.64015407673049 11.306819153939962
11.657598844636578 11.357091299165386
11.62440588061138 11.335992832820853
11.616396873025064 11.333076446084146
11.629903653291992 11.368393757967285
11.638180371380777 11.338034268475504
11.629868274060014 11.335139041271928
11.606636009629984 11.258007965501566
11.625902948860208 11.236096201423685
11.648753326903947 11.356415909301408
11.656506209876152 11.402134566809746
11.619388441248974 11.327431539698681
11.604428767907661 11.271663188684029
11.660865165967628 11.414879181165382
11.66952758280411 11.473680071512605
11.62301135853893 11.361005552569692
11.63068602450936 11.257200459323814
11.616226046795786 11.319968074078501
11.614417394163409 11.402992566587725
11.611087821216602 11.381451628894824
11.605527627255565 11.337850320126659
11.643551235422539 11.347292309030937
11.61749468289404 11.40271196805029
11.6423428650432 11.344424545341052
11.639162117411631 11.22470479624464
11.6245399743601 11.350066784052483
11.631072966873273 11.399824111282452
11.634363120443265 11.345385497457425
11.619934971557738 11.302244122253539
11.615304381469626 11.339550406555075
11.607136970478225 11.303485160785842
11.665902711378987 11.324230767714436
11.631591647459864 11.346722453429102
11.639498817082297 11.323159324284445
11.62139061669767 11.311831748289467
11.646856554243616 11.18515897581344
11.633693583070883 11.34967125183309
11.616032953687942 11.305473680921828
11.60163122220445 11.277346668676618
11.679794291826514 11.254696826311378
11.634806514658372 11.315613628305833
11.661448741980262 11.248885418005653
11.607379558610482 11.217939022111459
11.622482540465874 11.340659382201714
11.613065542556793 11.336644949295074
11.62574122870144 11.119190439822045
11.623831839634779 11.433899016453626
11.627293769707903 11.310215179314836
11.60372789891482 11.351399026234155
11.622978516125583 11.31790191700449
11.636169844002938 11.230566435189461
11.634437269176367 11.289159482921484
11.620274944911658 11.386180325160682
11.632702057644742 11.304207032009977
11.615711509396919 11.282635986020454
11.687570645124138 11.372299267560662
11.650714769982303 11.432882204674685
11.648831312899024 11.367624228243262
11.623981507412743 11.178816826931786
11.624461670049396 11.382356186040607
11.61002510243512 11.33743160420514
11.671828749635141 11.416034224488657
11.685860585229928 11.397044133203561
11.61318577991015 11.384611027102533
11.693331923574185 11.406974043935513
11.609770182635877 11.292303446796033
11.631184283750658 11.275716487424974
11.628177310219233 11.39420380710644
11.658582035268545 11.3551533853662
11.753304150290017 11.301055576986794
11.689180200901667 11.400015657749812
11.617640661089158 11.27439992317412
11.699040756851343 11.367831574112085
11.61859139108768 11.407273375035434
11.627497559707113 11.36111152760262
11.615120817803806 11.228558470391697
11.641105661971066 11.400649080855343
11.661107434965505 11.317203893400563
11.646812114714727 11.251280460356817
11.632328623202618 11.229923838046368
11.61657364974364 11.269720393518053
11.61588648720518 11.367395199973735
11.637550931399902 11.332066159671387
11.6428496212636 11.359091457811452
11.640877296913356 11.215901901710719
11.624060805290314 11.379677947013947
11.610013334659275 11.348316519168552
11.610510714963358 11.308422931149881
11.658503120053375 11.387766425717437
11.638196214045472 11.309515221919007
11.621174936809807 11.334290628948478
11.637592167626302 11.325370640526693
11.65365184684773 11.38984168907185
11.64455224076937 11.270872126023276
11.636129124451001 11.297361119079907
11.613136291442991 11.271036148010374
11.672569860626455 11.389112104583974
11.653359475655533 11.403252664132095
11.658820029395796 11.314257498878218
11.617843564447385 11.34535210936926
11.634400380007632 11.395934117190249
11.635249794897991 11.352862061438518
11.641712671079706 11.331577783384393
11.608802758695331 11.263031922818866
11.631496888483627 11.248898965204818
11.675289689050826 11.380302010522994
11.631165288376552 11.291044972824794
11.63497981557018 11.33606395253307
11.643176398385053 11.309384665596967
11.717901127441268 11.392958538635115
11.698757998078053 11.376952997772877
11.648441328394354 11.321205152857244
11.61810673324462 11.3482197627246
11.62705270052339 11.370573437217725
11.707079300148449 11.439993271095714
11.61938463016326 11.252711160619803
11.614859957092069 11.330907244079373
11.646479218421437 11.348922341285206
11.653307178020585 11.250883319378007
11.725352532504353 11.5181496211274
11.643217627579592 11.251046721512697
11.628223546523735 11.347592481155083
11.604609382665789 11.348209274328386
11.642562451271344 11.293728413490582
11.641799013180274 11.361824075741309
11.703345201981925 11.417300127519034
11.671841549404958 11.258603024014333
11.6426408806977 11.319684795492622
11.74217958375841 11.43256444856554
11.657594299586021 11.191473579676353
11.685203156231024 11.380364975689032
11.643254153037576 11.326041094565896
11.661062666254766 11.391278692560919
11.647936654174758 11.383192849243118
11.651268745323533 11.352915550133103
11.695439442443725 11.461603268432494
11.616910778237333 11.409698330117216
11.638053581571699 11.358710930204511
11.701652121722237 11.350025725543038
11.64885164325742 11.321110974006931
11.691956216138344 11.382172280591469
11.660656942877061 11.333401693853624
11.659239711961941 11.370001735887723
