1.97784306E12	0.08893443
2.28908283E12	0.12827869
2.59817577E12	0.1602459
2.94900571E12	0.19590163
3.41307058E12	0.2352459
3.95016248E12	0.27213115
4.5274466E12	0.3065574
5.2912015E12	0.3409836
6.2443409E12	0.38155738
7.3691756E12	0.42336065
9.3104437E12	0.46639344
1.187827E13	0.49959016
1.53026728E13	0.53770494
2.19445063E13	0.57459015
3.20883193E13	0.61270493
4.2565231E13	0.6286885
6.4087023E13	0.64713115
9.4628632E13	0.6594262
1.60145003E14	0.6520492
2.25221223E14	0.62991804
2.98756482E14	0.6077869
3.73798453E14	0.58811474
