1.93967607E12	0.19344263
2.24490973E12	0.24016394
2.59817577E12	0.28319672
3.03647372E12	0.3262295
3.4464866E12	0.36188525
3.91186298E12	0.40368852
4.48355E12	0.43934426
5.0889601E12	0.47131148
6.0056687E12	0.51311475
6.8166096E12	0.54754096
7.9665336E12	0.58811474
9.6804515E12	0.617623
1.14242565E13	0.6459016
1.40179816E13	0.67540985
1.73689809E13	0.70245904
2.19445063E13	0.7307377
2.77253666E13	0.75163937
3.6068053E13	0.77131146
4.6921092E13	0.78852457
6.6633918E13	0.80573773
8.8390049E13	0.81557375
1.27995067E14	0.8241803
1.73126642E14	0.8352459
2.14512578E14	0.84016395
2.90150576E14	0.847541
3.52573496E14	0.85368854
